adtl nfbr ryjn vabn rajb krpy wncr ksxt gbti qtzj gzst qbqx hltm ghje mxxb xnni zmgc ybnj hxnm ybtu vdar wqts zxgh jnpv kvhk nmhe doua nmyt oxqv efsd chak asyg eixq drkk mdpv pyod zkdo gmmy dfiq dqqu gmkf axld ykdx cebj gdul jlvy qfrx gwmn pvtm yqlv rszy whnn ckow lsws usta xnmb smrr fxwx odlz flin wlmu jfzd qqaa usik rrfv svcc tqff ckyy kgrh uukh faez gvdk peve zggc fqsu strq bpfi sdtn opis demw voti dnip nlgj klmk hcjg rrns syly ilnr kpzd rion vahq oxgz gvsl vaes slpt zsht eamc exut lapn bokf
1.58808 0.747027 8.62576 3.89139 5.84064 6.70188 6.66264 2.9917 1.4196 5.2242 3.82514 8.8731 2.50581 5.46378 8.57938 0.100388 2.11887 8.71672 1.57008 9.24771 2.64615 8.26017 9.57006 6.67673 0.970403 3.78191 0 1.42221 6.90472 2.28432 2.84324 1.45454 5.71808 6.85671 7.20661 7.22549 7.86724 2.66904 4.05069 9.97182 1.63692 2.04685 1.27169 1.64554 8.35602 0.706285 2.83999 6.22931 5.8946 3.58356 9.54194 3.65044 4.97852 1.54979 2.76866 5.2568 5.82127 8.64362 3.11174 9.54056 0.218904 8.61471 2.32416 9.08184 2.63697 9.5077 2.48084 9.02815 1.2459 3.7388 5.19521 0.265763 4.18578 3.34224 2.8812 5.8719 8.27996 9.30784 9.36553 8.73657 1.18496 9.17329 5.2063 8.55988 1.42071 1.44869 6.40694 1.52413 7.08167 6.3143 8.71581 8.67894 2.68566 6.14828 0.341228 5.32594 9.5926 3.73493 9.33883 5.54448 
2.93083 4.48362 9.77466 5.56311 7.51654 8.55821 2.50796 1.77418 2.69244 2.35479 0.957397 8.87488 2.89768 9.70003 2.52973 6.61484 3.93219 4.18687 7.28366 8.57501 5.38194 3.34889 1.05047 1.71409 6.65635 6.90844 1.42221 0 9.62672 3.03149 7.32374 5.81808 4.61451 1.95263 1.79748 7.73606 5.61492 5.52997 3.41042 0.356515 4.85459 7.65914 9.72344 4.90176 8.33466 7.8654 1.45952 0.389434 3.7231 8.59535 3.69004 7.32849 6.50895 3.39117 3.526 2.47391 1.43996 8.13884 3.52886 1.10662 9.09476 2.02706 5.27427 2.39815 5.2018 2.12052 1.91369 0.75413 5.06442 9.81357 5.07417 5.32146 3.59852 3.70983 3.33576 2.83881 6.16797 4.57258 9.94846 5.01252 8.71821 9.33546 8.25376 4.51311 0.484213 2.77643 7.10378 1.5873 9.59113 8.67679 6.15353 9.37139 8.18276 9.19416 9.49698 0.446581 3.88292 1.80484 2.80151 2.91637 
8.35345 9.77408 4.50074 6.01197 8.81976 3.21552 9.42015 2.3146 1.34771 9.00275 5.87284 9.14091 5.53736 7.48821 8.94432 1.00922 8.25344 1.90161 5.30202 8.21934 0.340495 5.7522 6.01698 2.06722 5.70466 5.43106 6.90472 9.62672 0 2.95481 5.48279 2.39019 0.119521 1.48485 0.413434 1.17948 6.18667 2.04922 1.59567 1.6678 6.14623 5.53824 3.88434 5.98949 4.58359 6.93094 7.32653 3.12834 1.50834 8.99163 1.16241 6.34263 9.68757 6.04408 1.40627 6.32505 1.36757 9.27895 8.93739 0.395467 6.10861 6.87811 0.484408 6.04768 2.40539 8.08866 1.75597 3.06115 0.776313 1.68598 4.89939 8.14728 6.86424 4.97793 1.49928 5.33828 9.08312 4.40366 2.38222 4.76004 2.56267 8.12639 2.26961 2.96607 6.56425 2.1659 2.33442 3.24023 1.00439 3.74734 0.178269 8.76352 8.63178 2.06368 6.94317 5.00391 2.65085 5.24229 9.477 1.16574 
6.98681 4.73064 0.439007 6.14999 3.44704 1.52701 6.00756 6.74638 2.10789 9.85989 4.23984 5.51927 8.83479 7.95353 7.93245 5.66683 9.00215 5.58899 3.51737 0.320286 2.89351 6.07115 1.31839 7.02011 9.09482 4.25453 2.28432 3.03149 2.95481 0 2.88473 5.7119 2.071 1.2256 9.02858 8.51657 6.14415 0.168227 8.29545 2.32482 0.294297 8.5509 8.91419 6.45966 6.45634 0.138209 8.67244 2.43383 1.0326 2.56211 8.62662 4.54815 5.23443 5.98951 4.90878 7.5655 0.154345 2.67892 1.74688 8.71151 5.58033 8.27528 9.75702 5.11432 6.93264 6.23114 6.92699 0.360516 2.78436 1.89741 4.26687 9.94006 2.41972 1.4627 4.27287 2.00089 1.11217 3.47663 4.36446 6.83477 4.66819 3.17634 6.36232 3.95748 7.60289 4.79549 4.28374 6.46845 5.70535 0.79061 4.38495 4.70901 6.07029 6.19744 4.80406 9.72505 2.39087 1.60118 5.19663 4.36758 
5.81998 3.35766 5.28534 9.35899 1.97653 6.06227 1.34773 4.10717 7.5302 1.45624 1.19698 1.8085 8.53133 7.61112 9.64555 6.82252 9.66178 5.35621 5.91915 9.75159 4.88886 0.933967 4.393 1.19625 3.09707 0.539308 2.84324 7.32374 5.48279 2.88473 0 9.7903 9.91013 4.31271 8.18851 6.73114 5.40207 2.0499 3.10398 7.84467 9.38987 2.02795 0.399907 1.54038 3.09158 7.33597 3.3942 4.93012 9.88264 7.6712 4.50427 0.378416 6.6299 6.6031 1.75586 1.18634 2.5597 7.80437 5.32269 4.49573 5.32547 1.626 6.5527 5.98047 1.51949 8.36595 9.13447 6.06209 7.10322 2.07568 0.729382 4.92976 3.86143 7.03173 8.45637 4.1498 2.59512 9.01585 2.43683 1.83105 7.68503 9.24651 8.15958 5.63318 5.53359 4.91425 0.50793 5.37237 7.84623 5.97563 9.16366 1.66687 0.469751 7.21355 5.15597 4.12907 0.679622 0.209013 0.77802 0.680858 
6.84353 4.51471 0.413224 7.7431 7.45695 0.155323 2.54504 8.87645 0.802406 4.63896 3.3201 4.92177 6.73763 4.58696 2.58238 6.70947 8.18895 3.57459 0.426275 2.82828 9.35498 8.07685 1.29245 0.915254 0.689124 8.0574 1.45454 5.81808 2.39019 5.7119 9.7903 0 1.18912 9.77345 3.89827 2.48386 0.289295 3.67984 4.24497 8.22519 9.41056 3.21458 5.48461 3.40445 8.97604 6.49199 5.35151 3.75925 2.33609 1.61673 9.14356 0.561349 2.29394 6.11777 2.34045 5.72073 1.9139 4.22575 1.91756 6.36903 7.82449 6.99297 0.483021 2.53246 5.43955 8.33093 4.68194 6.49401 9.65113 7.32217 9.09425 3.41545 5.7477 9.65421 9.64103 5.96074 6.44339 0.365361 5.01881 5.58264 7.5156 2.97298 3.93377 5.02523 4.47793 3.09169 9.28609 0.172639 3.25063 7.55783 9.83532 4.3435 1.03128 0.155881 8.69436 4.58229 4.78784 4.44732 3.51565 6.76265 
3.37863 7.45841 7.55642 5.18017 7.2173 9.21621 8.87858 5.83569 4.64325 6.92243 6.88313 8.16275 5.62034 4.12682 2.9124 7.47811 4.22671 7.28038 9.09863 7.3859 9.67991 1.18055 4.02662 0.47117 1.50219 1.09428 5.71808 4.61451 0.119521 2.071 9.91013 1.18912 0 0.297065 5.56471 3.19859 4.13362 7.84676 5.00702 5.44041 3.0202 5.59802 8.64896 3.8029 3.40637 1.60669 8.67642 9.88108 1.19047 2.81313 0.243478 5.84189 8.71685 6.23609 1.02468 8.05965 9.10524 9.79075 7.60273 2.1592 8.50865 1.80468 9.95504 6.67861 3.53044 7.74765 2.38757 5.60137 5.53879 3.20901 0.984477 5.60175 2.06763 4.04947 9.30442 1.41797 4.99793 1.08509 3.69054 5.79529 7.57867 3.79427 6.83751 1.18822 4.48654 9.25637 5.57273 9.24822 7.2372 6.69825 7.02595 0.347859 7.86842 2.66165 8.59993 1.4099 7.92194 1.29013 4.66845 7.52868 
0.669005 2.13288 5.95672 4.91814 8.8037 3.88135 2.04216 3.48429 9.63611 2.86225 5.68344 9.37243 7.60255 2.51783 5.54316 6.5594 8.19266 9.7227 7.59996 1.08183 5.91199 4.23079 1.4275 1.35889 4.78918 9.59332 6.85671 1.95263 1.48485 1.2256 4.31271 9.77345 0.297065 0 5.09683 0.173342 5.1661 6.12236 0.268042 2.87699 4.39598 1.94896 9.37499 9.28477 7.81138 4.37967 4.99379 0.819266 0.895573 6.29726 9.45575 0.480348 7.10748 4.3626 5.14007 4.0796 0.882404 2.7562 3.73511 2.54768 3.78437 8.71541 1.82264 4.87482 1.05017 0.834507 9.55484 2.67846 3.95185 2.02475 6.14885 9.88054 2.05301 5.79157 4.59566 1.78252 3.73379 0.113408 7.64699 3.51119 1.06571 4.7014 6.95111 9.63316 2.28219 6.50179 1.85116 9.05212 8.13089 8.49868 2.53687 0.201649 5.72148 4.63518 2.72094 5.17426 4.5201 9.00396 0.623876 3.77733 
9.87014 1.79666 8.24662 6.53626 0.821404 5.21366 1.71328 4.42868 2.42329 4.15185 8.73152 5.87233 9.02976 7.05257 7.21709 9.82169 7.27714 2.42974 5.12888 8.30756 8.8663 7.46673 6.64566 1.93912 7.22445 5.84472 7.20661 1.79748 0.413434 9.02858 8.18851 3.89827 5.56471 5.09683 0 9.1462 5.32103 6.34385 0.433972 9.7603 0.741673 3.59922 5.46135 8.49409 4.549 9.61504 4.61609 8.59692 0.283703 8.69106 8.48617 0.165445 1.13633 3.5989 0.180479 6.30593 6.60874 7.46632 6.43175 2.64442 6.02662 4.90424 0.515358 1.51473 7.56048 4.96836 9.04004 3.02569 8.74061 9.68316 1.1989 5.76017 1.46759 7.21705 4.5589 7.77394 8.73812 7.34267 7.09215 4.16722 8.23513 8.1515 8.44406 5.29145 4.07283 5.91232 4.47288 7.38922 7.42134 2.78718 9.59812 7.43926 6.89777 4.31247 4.19374 8.46086 0.45997 1.22324 8.91304 6.87715 
5.46969 3.78795 3.36283 7.00026 7.13012 3.51011 8.37637 7.02643 2.05543 7.42532 5.36542 5.53417 8.54846 2.21681 5.20138 2.86895 4.63939 1.4944 4.15051 7.84353 3.52225 3.30359 4.27375 2.41778 0.19469 6.88141 7.22549 7.73606 1.17948 8.51657 6.73114 2.48386 3.19859 0.173342 9.1462 0 4.17927 2.94793 8.6754 2.56673 7.05048 6.64979 4.27218 0.288265 6.17034 4.87377 3.31682 1.33788 5.20309 4.10749 4.31133 4.87405 7.92795 3.4009 8.56454 0.595973 0.119674 4.0628 5.61378 6.13226 8.23784 4.3413 3.67514 4.32566 7.99614 1.08339 4.89448 4.8126 4.79675 5.733 0.230815 0.906 3.33818 3.86647 2.48952 6.3974 9.43935 2.01817 4.39296 0.690578 6.14979 5.96028 8.68284 8.86833 8.00658 8.17106 0.617646 7.97493 0.951836 1.51511 4.12504 2.23414 0.867113 3.17525 7.76731 6.12661 2.39194 9.70816 5.5892 8.87114 
0.116408 9.40328 2.39757 4.13462 8.80269 2.71492 6.06381 8.3594 6.87107 0.409425 9.74793 4.77035 7.621 6.64566 4.9162 7.84942 4.20949 2.45369 4.68577 0.222401 8.70588 6.63099 6.76868 8.48726 7.54701 6.45286 7.86724 5.61492 6.18667 6.14415 5.40207 0.289295 4.13362 5.1661 5.32103 4.17927 0 5.671 7.63125 6.38872 2.28842 2.32093 4.22593 5.04447 1.12714 7.46797 4.45237 9.26828 7.8377 1.27736 7.77038 8.29593 0.565906 9.58521 8.17879 1.85214 5.65943 1.30463 0.850166 5.4404 2.75018 1.54702 5.83194 9.78538 6.43753 0.886319 9.16659 1.53005 7.64553 8.70618 5.14655 4.19793 9.56596 1.44642 7.81808 8.00843 9.54476 1.59178 5.58765 2.70174 9.1163 7.71594 4.17739 1.02388 4.60346 4.31443 7.36089 6.51629 7.93698 6.68171 6.25034 3.02609 5.54567 9.85255 6.87528 2.44482 7.51838 0.188708 6.01418 3.76314 
8.57631 9.65203 5.41163 4.91981 3.65786 2.9809 6.2701 7.94063 0.905132 3.10893 0.696389 7.55803 2.41611 4.12979 3.5835 0.151298 5.96779 8.03545 1.70908 7.99408 0.164907 5.0877 2.65259 8.59119 6.26965 1.17607 2.66904 5.52997 2.04922 0.168227 2.0499 3.67984 7.84676 6.12236 6.34385 2.94793 5.671 0 8.26656 1.93557 2.16969 6.68188 9.01843 6.18438 3.1275 7.22522 3.33429 7.75014 4.70637 1.38537 1.49379 2.1633 8.21925 8.56173 2.84245 7.90176 8.72513 6.86854 7.90817 7.47669 2.41892 7.80734 5.73521 7.74039 9.21127 9.82799 9.78672 9.13106 8.16555 6.99935 8.65606 4.24679 9.11587 0.419631 6.33587 5.00778 8.32316 2.75043 5.70148 5.0861 7.82291 0.115625 5.3067 2.95545 6.33429 8.11334 0.726626 8.10059 4.17707 5.47185 6.70226 5.06582 3.64658 9.49196 5.14414 3.30121 6.30314 9.25424 9.50254 4.83143 
0.390619 2.62408 4.36312 4.84985 0.989546 8.35312 8.40292 8.50577 8.55694 2.0072 4.80591 3.38989 9.98307 2.83629 8.59892 0.959445 6.07326 8.24077 6.96352 6.09291 1.99925 5.11739 4.78674 2.97886 0.73888 8.18049 4.05069 3.41042 1.59567 8.29545 3.10398 4.24497 5.00702 0.268042 0.433972 8.6754 7.63125 8.26656 0 4.37615 5.34013 0.577198 1.36273 7.16452 2.79729 1.42991 7.62133 7.90293 8.4829 4.57652 6.87291 2.19306 3.46899 4.61769 5.75526 8.05553 9.199 1.71784 5.77128 9.92937 0.96494 3.95153 6.53664 3.48253 4.4384 2.16365 4.14365 8.15197 6.43892 4.41416 0.594961 2.90809 2.34328 3.6998 3.10617 5.17764 1.95509 3.45885 2.54854 8.38944 7.98521 5.3981 4.6164 3.91108 9.85691 0.927111 1.74702 1.19513 1.90262 2.75238 8.89234 5.62211 7.53068 9.00881 2.90907 9.01934 1.71765 2.47074 7.48704 8.13734 
3.83775 0.796319 4.09545 7.13346 1.69419 1.33147 6.74932 2.89397 1.61037 8.15058 1.19031 1.80734 2.6867 3.49717 4.18088 0.686052 6.70844 4.07005 0.443229 0.270555 3.18847 8.9952 5.74229 3.74939 6.15221 0.698249 9.97182 0.356515 1.6678 2.32482 7.84467 8.22519 5.44041 2.87699 9.7603 2.56673 6.38872 1.93557 4.37615 0 8.12616 8.33073 1.27068 4.37345 9.29948 7.42752 7.67695 2.2661 3.43785 5.923 5.85072 8.69186 2.02833 6.85369 5.89701 4.53017 9.93708 1.8799 6.96383 5.73759 8.03345 4.4461 2.80161 4.70479 4.49155 4.31505 7.95741 3.41992 1.64265 9.16337 6.67789 1.4311 7.80532 1.5457 3.33793 9.53321 5.47345 3.8988 1.43413 9.23742 3.85733 7.32703 1.66835 5.57983 9.86032 8.67523 9.66083 2.00682 1.78752 8.669 3.92418 2.3294 8.10383 9.18894 0.941472 5.51461 2.67957 2.8808 9.04151 7.98329 
4.94755 1.3261 9.87451 5.38857 4.22628 6.38273 3.9764 2.72015 1.28975 2.8212 9.92257 5.17834 3.8129 3.08448 0.301991 9.27502 9.87556 8.6921 6.9583 5.51718 2.33512 1.84029 7.82655 4.83895 6.94199 6.37889 1.63692 4.85459 6.14623 0.294297 9.38987 9.41056 3.0202 4.39598 0.741673 7.05048 2.28842 2.16969 5.34013 8.12616 0 2.81035 2.9928 0.558403 2.27673 3.92048 9.32836 7.74517 0.44649 2.35987 5.38566 3.4567 6.0285 6.85951 4.6836 4.80558 5.6265 2.1833 7.7567 6.12615 4.52717 9.11972 5.7143 2.70373 3.0109 7.68216 0.684206 7.95517 5.39675 1.76512 8.40358 7.94104 5.56558 7.97622 2.7565 8.77944 8.84566 3.08044 8.30147 4.57706 6.0516 8.89784 8.83892 8.69557 5.1168 9.09245 2.85128 7.81099 7.72911 7.65926 1.8453 9.63972 3.59139 2.6698 7.01402 7.71511 9.95278 8.34574 6.06317 5.45858 
5.80411 5.31074 9.67241 2.8388 1.05464 0.582105 8.72571 1.78261 8.11033 7.20583 5.5402 3.86622 3.06508 6.91517 9.16531 2.22513 7.41706 6.06347 1.80012 6.30556 5.14973 4.58511 1.95208 2.09076 4.9855 5.28483 2.04685 7.65914 5.53824 8.5509 2.02795 3.21458 5.59802 1.94896 3.59922 6.64979 2.32093 6.68188 0.577198 8.33073 2.81035 0 1.4274 5.07644 3.929 4.05023 2.24548 3.45163 9.89632 9.85989 1.48568 4.48412 8.20965 5.70405 8.6222 9.44978 9.09127 2.798 3.32028 9.96525 0.156015 1.05023 1.83703 9.2325 0.473371 8.64501 6.73007 7.26667 7.0124 0.375666 9.91191 4.51032 3.10298 1.04533 8.63348 0.999514 0.938138 8.89465 4.72002 3.05874 9.7827 1.01213 5.02693 3.3572 6.76306 7.31716 4.0773 1.85825 9.44549 6.29027 0.830392 9.70145 1.62239 5.31641 7.80889 2.04297 5.39602 9.37046 2.45429 8.2771 
7.41569 1.68482 8.52025 6.09483 6.77946 4.63465 6.70674 5.38197 9.44751 4.1454 7.01717 8.29883 7.48067 9.54749 9.5992 7.83543 0.141601 0.482732 2.58218 0.387635 8.19767 2.75328 2.40618 6.68588 9.96099 1.76249 1.27169 9.72344 3.88434 8.91419 0.399907 5.48461 8.64896 9.37499 5.46135 4.27218 4.22593 9.01843 1.36273 1.27068 2.9928 1.4274 0 0.758013 1.0192 5.05947 5.75894 0.540319 5.23846 4.5375 4.49317 1.8601 0.92973 6.16688 5.99012 5.27789 3.84139 6.71396 3.79301 5.42319 0.728922 7.08809 5.23577 8.84365 8.99858 9.0596 5.11941 3.50236 1.19026 9.16713 0.655198 5.51345 2.95566 9.94475 2.15207 7.62498 9.87118 3.06558 6.06748 8.53402 2.47278 2.20038 7.70565 9.39923 0.96586 9.5028 9.16719 1.63471 4.53055 6.54425 2.56893 4.56189 8.43711 7.27775 5.12231 2.75259 2.47117 4.78209 6.77196 8.33832 
6.82539 5.2253 8.68839 2.87303 5.66985 3.83048 1.24451 0.824519 0.550651 7.87222 1.35965 9.67367 9.91916 7.804 5.72946 2.61125 6.29207 7.5758 9.4756 3.18868 2.28213 4.14815 1.62834 6.92759 7.70014 3.80668 1.64554 4.90176 5.98949 6.45966 1.54038 3.40445 3.8029 9.28477 8.49409 0.288265 5.04447 6.18438 7.16452 4.37345 0.558403 5.07644 0.758013 0 9.99938 9.49956 4.25426 5.90527 4.80737 5.92306 6.73796 1.16006 6.35012 6.88003 3.1016 7.51643 7.04529 8.61064 3.23295 7.40427 2.90812 2.83118 6.60498 3.56864 6.36446 0.324498 1.34022 4.92403 6.51955 3.32694 3.03364 3.75096 1.58354 5.78588 7.86285 8.16139 6.3641 4.15657 7.45962 2.63904 4.68724 6.63158 5.12573 0.789683 8.60956 4.81545 3.16881 8.50592 5.44163 3.65087 2.36274 4.14435 9.9279 5.99784 6.27955 8.74246 1.18623 0.715962 7.07962 1.51865 
5.40904 1.14133 3.18489 7.06336 8.14916 1.64314 0.100398 9.98748 0.696598 7.2507 4.80234 0.147301 7.6865 9.03281 9.97903 2.93725 1.38876 4.92835 7.45995 5.8127 5.48276 4.60083 6.37304 0.531038 5.86009 7.46398 8.35602 8.33466 4.58359 6.45634 3.09158 8.97604 3.40637 7.81138 4.549 6.17034 1.12714 3.1275 2.79729 9.29948 2.27673 3.929 1.0192 9.99938 0 4.11419 8.00657 8.0333 1.86319 3.35893 6.10048 8.83965 1.06165 5.74539 0.654594 5.26405 8.91601 7.44634 7.12107 5.18995 0.943995 8.32875 7.58226 4.62557 9.48371 5.12945 3.85049 1.35431 4.23383 9.04247 4.33871 9.55354 0.562554 2.7533 4.565 1.3665 1.19885 5.01658 7.72287 1.82871 7.87227 8.09888 5.26014 2.51957 6.45174 2.11191 5.78267 3.50407 0.138729 7.52462 6.16624 5.20634 9.0986 7.18489 8.61436 6.35117 4.79708 1.37158 7.31634 0.26494 
0.452318 8.4316 1.56907 5.35185 8.7941 7.58297 6.79305 7.52669 8.31425 5.81289 0.687535 3.08376 4.34324 0.314395 4.06518 7.40781 8.97135 9.78815 8.21891 3.27413 1.99976 9.54818 6.04606 7.65988 7.7487 6.56452 0.706285 7.8654 6.93094 0.138209 7.33597 6.49199 1.60669 4.37967 9.61504 4.87377 7.46797 7.22522 1.42991 7.42752 3.92048 4.05023 5.05947 9.49956 4.11419 0 0.243243 1.89074 1.09873 5.31137 2.37625 3.45346 0.950538 9.39273 0.610985 4.92906 1.93279 4.88911 3.63989 5.90814 3.48315 5.01446 1.78012 2.99924 9.80564 0.426016 4.74744 8.59881 2.32041 5.39684 3.27484 8.54022 7.6411 3.56401 7.67546 6.91198 5.45647 5.66784 3.97607 3.26314 9.90306 4.34889 2.55955 5.2509 5.72517 7.17865 2.61537 2.84294 6.36514 1.99699 4.82996 9.43168 1.81759 9.08688 8.23223 9.06561 7.08048 6.10148 5.84568 3.08063 
1.31282 3.74876 9.97623 9.38871 7.71666 6.69313 6.32466 1.30999 1.49768 6.36609 4.50656 4.6002 6.45248 9.74498 5.91784 3.02899 6.81054 3.617 2.95822 6.55106 1.91227 9.59326 4.90721 2.35426 0.345221 6.73325 2.83999 1.45952 7.32653 8.67244 3.3942 5.35151 8.67642 4.99379 4.61609 3.31682 4.45237 3.33429 7.62133 7.67695 9.32836 2.24548 5.75894 4.25426 8.00657 0.243243 0 1.51226 5.67256 4.0526 2.40489 9.54989 8.62006 3.08034 6.51368 3.55812 7.66327 9.95571 8.13369 6.07935 9.9928 7.86013 2.00712 6.78257 8.45244 7.5269 4.87078 2.54262 7.8111 9.57742 6.01522 1.49842 0.718796 5.19963 5.35656 9.48229 0.961537 6.14881 9.32616 0.539553 2.26638 8.14289 2.28164 7.16931 4.03154 4.9042 9.78993 3.76177 5.12349 2.7521 4.11835 8.58402 1.37361 1.80282 8.32108 7.33371 5.14277 9.90039 8.99139 7.11979 
9.73622 4.29652 6.43128 2.43049 6.38853 0.214153 4.60002 1.72954 8.03156 8.0061 9.18797 8.91548 4.69163 0.632145 8.08291 4.78458 3.35046 7.32585 3.39312 8.16145 6.48219 4.87427 1.06192 0.230109 3.13678 1.24082 6.22931 0.389434 3.12834 2.43383 4.93012 3.75925 9.88108 0.819266 8.59692 1.33788 9.26828 7.75014 7.90293 2.2661 7.74517 3.45163 0.540319 5.90527 8.0333 1.89074 1.51226 0 3.36917 9.91706 1.96565 2.7836 8.91691 2.70114 8.97088 8.96104 1.90017 1.1268 1.90739 3.7352 4.04942 8.39193 0.224718 7.33552 5.81131 9.63297 8.94015 7.13867 3.89554 6.10717 2.39369 9.39727 7.60689 2.8118 7.70634 1.12221 3.9344 5.77562 3.69862 3.05584 0.671443 1.34995 0.199791 4.1805 3.75921 1.6245 1.19057 4.3987 8.05751 2.94429 6.89821 1.76868 8.75449 5.29781 2.05214 1.09507 3.20141 2.02568 1.94137 0.565624 
1.96393 3.33955 4.73394 4.19359 8.97559 7.96932 5.78602 4.30856 2.35214 0.102726 4.45116 8.45097 1.11443 4.15858 4.14143 9.10874 2.44465 1.73393 6.58995 7.38274 8.94709 1.82452 0.407092 8.84032 4.71688 7.4233 5.8946 3.7231 1.50834 1.0326 9.88264 2.33609 1.19047 0.895573 0.283703 5.20309 7.8377 4.70637 8.4829 3.43785 0.44649 9.89632 5.23846 4.80737 1.86319 1.09873 5.67256 3.36917 0 4.84337 7.06371 1.39953 1.8175 7.69083 7.75835 4.14832 7.49552 2.14066 3.80015 6.54667 3.64602 0.102417 1.11627 2.99461 1.19239 5.31735 3.86949 3.82345 2.19109 9.94421 2.96711 4.34005 2.48133 7.39615 5.17989 0.213726 0.795426 6.12562 5.52003 4.63911 9.35518 3.09462 9.06133 4.42406 8.58406 1.9262 3.06512 8.09494 8.25185 2.13255 6.10787 4.2612 3.78508 0.814636 2.29142 3.32013 7.5115 3.42091 8.32723 1.92586 
3.57806 7.16411 9.32596 6.01501 8.79629 5.65305 0.419467 7.7547 4.05222 6.31517 8.59926 2.57852 1.90062 1.71915 0.529732 9.23831 4.56945 8.8009 8.36684 7.39685 4.9998 6.88192 3.49864 2.43243 9.62208 6.03336 3.58356 8.59535 8.99163 2.56211 7.6712 1.61673 2.81313 6.29726 8.69106 4.10749 1.27736 1.38537 4.57652 5.923 2.35987 9.85989 4.5375 5.92306 3.35893 5.31137 4.0526 9.91706 4.84337 0 7.19665 8.2105 0.171099 7.05956 0.951699 9.09812 9.01547 5.98074 6.07902 4.44772 0.287778 7.8868 4.66406 2.97893 5.03123 6.4345 9.36182 5.77292 7.92923 5.09275 0.790571 3.71924 2.99952 4.4771 8.95029 9.39663 6.7815 0.338176 3.52527 0.100913 5.5421 9.29678 1.73799 7.7356 7.75713 3.3417 3.57986 6.84637 1.6901 4.80268 6.33567 1.63697 2.86358 6.61596 9.91899 4.70333 9.61084 3.32294 5.21257 5.0331 
6.17984 5.81008 6.93865 7.85172 4.91606 2.95768 3.57879 2.21432 6.03202 3.52967 9.97205 7.36572 8.64727 7.98078 5.49981 8.92868 6.83936 3.17224 4.30071 6.89701 2.8668 5.20633 7.87116 7.17448 4.2004 9.32214 9.54194 3.69004 1.16241 8.62662 4.50427 9.14356 0.243478 9.45575 8.48617 4.31133 7.77038 1.49379 6.87291 5.85072 5.38566 1.48568 4.49317 6.73796 6.10048 2.37625 2.40489 1.96565 7.06371 7.19665 0 8.17136 5.56032 8.55488 6.6415 3.58635 6.97237 0.69384 1.56167 4.54163 4.56289 5.42586 6.00076 5.83931 5.00866 3.16948 9.87477 4.01511 6.00766 3.10709 0.847738 4.22609 7.67076 7.11532 7.44819 8.4606 6.08325 6.25944 7.45804 5.77497 2.66256 4.03487 1.53075 9.53853 5.82572 4.23639 2.64689 7.95592 8.20767 2.1336 4.09031 2.70832 0.920821 4.93133 0.413953 9.9133 8.19196 5.44619 1.20136 7.4943 
6.11535 8.73165 8.17253 9.2105 1.2194 4.21405 8.56532 4.39589 6.58654 4.77138 5.53809 8.41161 5.08324 0.214628 1.38798 2.58148 2.66241 6.80808 4.46975 1.38455 1.47679 9.07497 9.17853 1.92371 1.63222 2.21881 3.65044 7.32849 6.34263 4.54815 0.378416 0.561349 5.84189 0.480348 0.165445 4.87405 8.29593 2.1633 2.19306 8.69186 3.4567 4.48412 1.8601 1.16006 8.83965 3.45346 9.54989 2.7836 1.39953 8.2105 8.17136 0 1.36851 5.17421 3.77163 2.51913 9.06449 8.13061 3.88422 3.87821 1.87902 2.08564 9.72782 9.32126 7.26154 9.79603 7.25418 4.87978 5.26503 5.5678 5.59672 6.57536 0.818718 1.59563 1.01176 8.81476 8.40664 9.91674 6.58152 5.30203 3.69596 7.8457 7.06192 1.06531 7.88193 2.16803 8.48513 2.53918 9.41341 1.68806 0.168887 9.4802 5.51383 9.40046 1.84338 7.05351 8.21228 0.42698 1.14656 7.29639 
1.34673 7.60663 5.46119 6.84676 3.8371 3.27405 3.77129 0.427465 0.631895 4.97285 1.33041 4.28732 9.31665 6.05986 5.78952 7.54882 1.54533 1.58867 4.37117 7.56686 3.58251 6.00654 4.19026 0.72431 2.21075 0.705285 4.97852 6.50895 9.68757 5.23443 6.6299 2.29394 8.71685 7.10748 1.13633 7.92795 0.565906 8.21925 3.46899 2.02833 6.0285 8.20965 0.92973 6.35012 1.06165 0.950538 8.62006 8.91691 1.8175 0.171099 5.56032 1.36851 0 1.48804 4.41062 0.422257 0.966757 4.78991 9.54445 6.27126 8.03207 0.96529 9.82328 9.78581 3.86003 3.27959 9.08922 7.94542 9.95526 0.54682 5.59744 8.82912 2.29368 1.65943 4.16337 2.89087 9.96021 4.62563 0.625211 6.42584 2.33323 3.08754 8.76016 1.61136 8.03865 2.61882 1.5752 4.15818 4.91076 1.31575 9.47706 2.22785 4.07273 4.10569 3.81348 2.94117 4.00459 7.4038 4.93178 8.04003 
